OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
2882,101110,44000,Los Angeles,Tujunga,10111044000Tujunga,12296168.28,15082.85384
2883,101122,44000,Los Angeles,Tujunga,10112244000Tujunga,28458043.24,31669.98998
2884,101220,44000,Los Angeles,Tujunga,10122044000Tujunga,7522646.925,12693.42824
2885,101221,44000,Los Angeles,Tujunga,10122144000Tujunga,3811984.175,9161.613517
2886,101222,44000,Los Angeles,Tujunga,10122244000Tujunga,3191370.859,9980.600461
2887,101300,44000,Los Angeles,Tujunga,10130044000Tujunga,27780819.36,29314.99579
2888,101400,44000,Los Angeles,Tujunga,10140044000Tujunga,67913242.84,42666.05311
2889,102103,44000,Los Angeles,Sun Valley,10210344000Sun Valley,12770250.48,16348.9601
2890,102104,44000,Los Angeles,Sun Valley,10210444000Sun Valley,17858560.74,27561.43582
2891,102105,44000,Los Angeles,Sun Valley,10210544000Sun Valley,5308646.214,9965.247958
2892,102107,44000,Los Angeles,Sun Valley,10210744000Sun Valley,49589412.26,54445.87966
2893,102107,44000,Los Angeles,Sunland,10210744000Sunland,89494066.65,44313.81934
2894,103101,44000,Los Angeles,Sunland,10310144000Sunland,21846501.09,25420.7374
2895,103102,44000,Los Angeles,Sunland,10310244000Sunland,10489991.63,13464.13074
2896,103102,44000,Los Angeles,Tujunga,10310244000Tujunga,2866633.923,8781.636197
2897,103201,44000,Los Angeles,Sunland,10320144000Sunland,21038755.61,18227.63202
2898,103202,44000,Los Angeles,Lakeview Terrace,10320244000Lakeview Terrace,36605921.21,42247.88329
2899,103202,44000,Los Angeles,Sunland,10320244000Sunland,14419774.33,40393.91787
2900,103300,44000,Los Angeles,Shadow Hills,10330044000Shadow Hills,66106029.71,37290.48481
2901,103401,44000,Los Angeles,Sunland,10340144000Sunland,15085843.24,20471.344
2902,103402,44000,Los Angeles,Sunland,10340244000Sunland,11829700.22,14650.1132
2903,104103,44000,Los Angeles,Lakeview Terrace,10410344000Lakeview Terrace,10236590.7,13286.96958
2904,104105,44000,Los Angeles,Pacoima,10410544000Pacoima,6292850.705,11640.00459
2905,104108,44000,Los Angeles,Lakeview Terrace,10410844000Lakeview Terrace,4552513.305,10729.76197
2906,104108,44000,Los Angeles,Pacoima,10410844000Pacoima,7250454.109,12870.61321
2907,104124,44000,Los Angeles,Lakeview Terrace,10412444000Lakeview Terrace,16596024.25,20402.23677
2908,104124,99037,Unincorporated,Kagel/Lopez Canyons,10412499037Kagel/Lopez Canyons,31603847.62,34106.28458
2909,104201,44000,Los Angeles,Pacoima,10420144000Pacoima,11733740.91,14814.92369
2910,104203,44000,Los Angeles,Pacoima,10420344000Pacoima,7620036.27,11052.5285
2911,104204,44000,Los Angeles,Lakeview Terrace,10420444000Lakeview Terrace,23847193.38,28076.58713
2912,104204,44000,Los Angeles,Pacoima,10420444000Pacoima,3806999.59,8410.016685
2913,104204,99037,Unincorporated,Kagel/Lopez Canyons,10420499037Kagel/Lopez Canyons,1139303.771,4612.49751
2914,104310,44000,Los Angeles,Pacoima,10431044000Pacoima,16239761.2,19106.12207
2915,104321,44000,Los Angeles,Pacoima,10432144000Pacoima,5595200.692,10641.69845
2916,104322,44000,Los Angeles,Pacoima,10432244000Pacoima,7451302.537,14607.56285
2917,104401,44000,Los Angeles,Pacoima,10440144000Pacoima,7330830.564,12432.02821
2918,104403,44000,Los Angeles,Pacoima,10440344000Pacoima,7495259.216,16066.71809
2919,104404,44000,Los Angeles,Pacoima,10440444000Pacoima,5807918.477,10935.70946
2920,104500,44000,Los Angeles,Pacoima,10450044000Pacoima,5715190.493,11300.66519
2921,104610,44000,Los Angeles,Pacoima,10461044000Pacoima,6373155.815,11599.53807
2922,104620,44000,Los Angeles,Pacoima,10462044000Pacoima,5716992.304,11300.43661
2923,104701,44000,Los Angeles,Pacoima,10470144000Pacoima,5925044.871,11097.87734
2924,104703,44000,Los Angeles,Pacoima,10470344000Pacoima,12547236.75,15257.68588
2925,104704,44000,Los Angeles,Pacoima,10470444000Pacoima,17900125.32,16925.93006
2926,104821,44000,Los Angeles,Pacoima,10482144000Pacoima,5723800.195,11302.16466
2927,104822,44000,Los Angeles,Pacoima,10482244000Pacoima,6551288.236,13826.39757
2928,104823,44000,Los Angeles,Pacoima,10482344000Pacoima,5718699.054,11300.80547
2929,104824,44000,Los Angeles,Pacoima,10482444000Pacoima,6372012.283,11600.04523
2930,106010,44000,Los Angeles,Sylmar,10601044000Sylmar,27100942.87,23972.40732
2931,106020,44000,Los Angeles,Sylmar,10602044000Sylmar,21761578.68,22689.52262
2932,106111,44000,Los Angeles,Sylmar,10611144000Sylmar,29999427.1,28069.60676
2933,106112,44000,Los Angeles,Sylmar,10611244000Sylmar,34795396.77,50167.01321
2934,106113,44000,Los Angeles,Sylmar,10611344000Sylmar,15535712.04,19829.26159
2935,106114,44000,Los Angeles,Sylmar,10611444000Sylmar,10908672.74,17229.01369
2936,106403,44000,Los Angeles,Sylmar,10640344000Sylmar,11907028.03,14303.33303
2937,106405,44000,Los Angeles,Sylmar,10640544000Sylmar,12611162.41,14491.75171
2938,106406,44000,Los Angeles,Sylmar,10640644000Sylmar,21688646.71,21137.07764
2939,106407,44000,Los Angeles,Sylmar,10640744000Sylmar,2498435.385,6355.671933
2940,106408,44000,Los Angeles,Sylmar,10640844000Sylmar,2465454.094,6295.678529
2941,106510,44000,Los Angeles,Sylmar,10651044000Sylmar,62565437.16,37015.16765
2942,106520,44000,Los Angeles,Sylmar,10652044000Sylmar,23741461.2,19779.24571
2943,106603,44000,Los Angeles,Granada Hills,10660344000Granada Hills,110948855.8,48435.98633
2944,106604,44000,Los Angeles,Sylmar,10660444000Sylmar,14248336.58,18600.30745
2945,106641,44000,Los Angeles,Granada Hills,10664144000Granada Hills,12221127.33,19091.78317
2946,106642,44000,Los Angeles,Granada Hills,10664244000Granada Hills,16979520.92,20368.84032
2947,106643,44000,Los Angeles,Granada Hills,10664344000Granada Hills,46711472.42,32863.949
2948,106645,44000,Los Angeles,Granada Hills,10664544000Granada Hills,27208036.96,30206.67806
2949,106646,44000,Los Angeles,Granada Hills,10664644000Granada Hills,15888369.45,23434.56089
2950,106648,44000,Los Angeles,Sylmar,10664844000Sylmar,8537177.573,13658.9619
2951,106649,44000,Los Angeles,Sylmar,10664944000Sylmar,11958236.66,20747.13853
2952,107010,44000,Los Angeles,Sylmar,10701044000Sylmar,7370509.71,12980.13138
2953,107020,44000,Los Angeles,Sylmar,10702044000Sylmar,10684958,14657.14305
2954,108101,44000,Los Angeles,Porter Ranch,10810144000Porter Ranch,12147429.83,14665.53465
2955,108102,44000,Los Angeles,Porter Ranch,10810244000Porter Ranch,23504317.93,18954.72783
2956,108103,44000,Los Angeles,Porter Ranch,10810344000Porter Ranch,27594440.75,36679.32792
2957,108104,44000,Los Angeles,Porter Ranch,10810444000Porter Ranch,8898100.568,14767.77988
2958,108202,44000,Los Angeles,Porter Ranch,10820244000Porter Ranch,62166702.6,35934.61632
2959,108203,44000,Los Angeles,Porter Ranch,10820344000Porter Ranch,14814850.82,16838.30988
2960,108204,44000,Los Angeles,Porter Ranch,10820444000Porter Ranch,15419983.07,22338.14268
2961,109100,44000,Los Angeles,Mission Hills,10910044000Mission Hills,29112126.96,26332.56194
2962,109200,44000,Los Angeles,Granada Hills,10920044000Granada Hills,10960701.92,16021.49377
2963,109300,44000,Los Angeles,Granada Hills,10930044000Granada Hills,13271541.5,17489.89642
2964,109400,44000,Los Angeles,Mission Hills,10940044000Mission Hills,13893170.78,17558.76177
2965,109601,44000,Los Angeles,Mission Hills,10960144000Mission Hills,24194199.26,20078.98535
2966,109603,44000,Los Angeles,Mission Hills,10960344000Mission Hills,10751126.01,13424.37067
2967,109604,44000,Los Angeles,Mission Hills,10960444000Mission Hills,12644911.44,14355.82384
2968,109700,44000,Los Angeles,Granada Hills,10970044000Granada Hills,17079248.85,17939.73708
2969,109800,44000,Los Angeles,North Hills,10980044000North Hills,15061745.9,16580.17139
2970,111100,44000,Los Angeles,Granada Hills,11110044000Granada Hills,11401093.04,13565.30869
2971,111201,44000,Los Angeles,Granada Hills,11120144000Granada Hills,20587358.98,25205.26435
2972,111202,44000,Los Angeles,Granada Hills,11120244000Granada Hills,20091187.79,20760.01874
2973,111204,44000,Los Angeles,Porter Ranch,11120444000Porter Ranch,35638844.15,25925.71945
2974,111205,44000,Los Angeles,Northridge,11120544000Northridge,12475071.99,14721.48192
2975,111206,44000,Los Angeles,Porter Ranch,11120644000Porter Ranch,28228426.81,24117.89624
2976,111302,44000,Los Angeles,Northridge,11130244000Northridge,16712849.81,17844.3462
2977,111303,44000,Los Angeles,Granada Hills,11130344000Granada Hills,16832194.01,18129.78161
2978,111304,44000,Los Angeles,Granada Hills,11130444000Granada Hills,4708248.531,8773.624595
2979,111401,44000,Los Angeles,North Hills,11140144000North Hills,9049504.479,12357.11108
2980,111402,44000,Los Angeles,Granada Hills,11140244000Granada Hills,10452896.69,13227.85945
2981,113101,44000,Los Angeles,Chatsworth,11310144000Chatsworth,24410269.46,21418.71276
2982,113102,44000,Los Angeles,Chatsworth,11310244000Chatsworth,39509545.73,24889.44392
2983,113211,44000,Los Angeles,Chatsworth,11321144000Chatsworth,78918395.96,38035.52191
2984,113212,44000,Los Angeles,Chatsworth,11321244000Chatsworth,10747243.06,14205.02724
2985,113213,44000,Los Angeles,Chatsworth,11321344000Chatsworth,14001230.05,16854.93084
2986,113231,99037,Unincorporated,West Chatsworth,11323199037West Chatsworth,25040453.07,24564.16853
2987,113231,44000,Los Angeles,West Hills,11323144000West Hills,19531273.71,30741.47418
2988,113232,44000,Los Angeles,West Hills,11323244000West Hills,22234731.69,23603.7291
2989,113234,44000,Los Angeles,Canoga Park,11323444000Canoga Park,11009845.93,16791.45489
2990,113235,99037,Unincorporated,Lake Manor,11323599037Lake Manor,15267921.52,28914.84702
2991,113237,44000,Los Angeles,Chatsworth,11323744000Chatsworth,51092068.01,36478.37214
2992,113238,44000,Los Angeles,Canoga Park,11323844000Canoga Park,7638549.084,10875.59542
2993,113239,44000,Los Angeles,Canoga Park,11323944000Canoga Park,4673649.961,9748.091564
2994,113301,44000,Los Angeles,Northridge,11330144000Northridge,24428270.77,22682.34508
2995,113303,44000,Los Angeles,Chatsworth,11330344000Chatsworth,43922199.15,31056.86736
2996,113322,44000,Los Angeles,Chatsworth,11332244000Chatsworth,19228375.35,20126.43591
2997,113323,44000,Los Angeles,Chatsworth,11332344000Chatsworth,7791404.084,11018.37768
2998,113324,44000,Los Angeles,Chatsworth,11332444000Chatsworth,3492170.489,7928.50993
2999,113423,44000,Los Angeles,Winnetka,11342344000Winnetka,7648931.847,11074.99641
3000,113424,44000,Los Angeles,Northridge,11342444000Northridge,12305461.46,14671.65417
3001,113424,44000,Los Angeles,Winnetka,11342444000Winnetka,6434574.728,10228.06677
3002,113425,44000,Los Angeles,Canoga Park,11342544000Canoga Park,3651830.513,7977.634402
3003,113426,44000,Los Angeles,Winnetka,11342644000Winnetka,20084074.22,21380.92403
3004,113427,44000,Los Angeles,Canoga Park,11342744000Canoga Park,1235112.807,4812.488841
3005,113427,44000,Los Angeles,Winnetka,11342744000Winnetka,1555037.43,7149.692487
3006,113428,44000,Los Angeles,Winnetka,11342844000Winnetka,13674399.85,15162.19132
3007,115101,44000,Los Angeles,Northridge,11510144000Northridge,41786193.11,26402.1083
3008,115103,44000,Los Angeles,Northridge,11510344000Northridge,16345380,22256.57152
3009,115104,44000,Los Angeles,Northridge,11510444000Northridge,10980251.07,20303.80299
3010,115202,44000,Los Angeles,Northridge,11520244000Northridge,18742297.07,18760.62562
3011,115203,44000,Los Angeles,Northridge,11520344000Northridge,6509085.229,13182.13953
3012,115204,44000,Los Angeles,Northridge,11520444000Northridge,8296246.243,12908.11079
3013,115301,44000,Los Angeles,Northridge,11530144000Northridge,17664148.8,21866.85203
3014,115302,44000,Los Angeles,Northridge,11530244000Northridge,9015590.217,12558.05067
3015,115401,44000,Los Angeles,Northridge,11540144000Northridge,20505371.16,20433.17688
3016,115403,44000,Los Angeles,Northridge,11540344000Northridge,7574462.176,11112.58147
3017,115404,44000,Los Angeles,Northridge,11540444000Northridge,10262342.98,13016.19893
3018,117101,44000,Los Angeles,North Hills,11710144000North Hills,8389698.955,11705.36173
3019,117102,44000,Los Angeles,North Hills,11710244000North Hills,11180125.68,13728.53624
3020,117201,44000,Los Angeles,North Hills,11720144000North Hills,8520591.836,13684.30546
3021,117202,44000,Los Angeles,North Hills,11720244000North Hills,19522763.68,18091.22376
3022,117301,44000,Los Angeles,North Hills,11730144000North Hills,14335357.58,16182.44343
3023,117302,44000,Los Angeles,Northridge,11730244000Northridge,22083856.59,26192.60171
3024,117303,44000,Los Angeles,North Hills,11730344000North Hills,19379837.44,18107.33536
3025,117404,44000,Los Angeles,North Hills,11740444000North Hills,19003833.76,17700.64615
3026,117405,44000,Los Angeles,North Hills,11740544000North Hills,2172354.123,5943.240609
3027,117407,44000,Los Angeles,North Hills,11740744000North Hills,2134618.857,5893.742738
3028,117408,44000,Los Angeles,North Hills,11740844000North Hills,4052553.396,8247.102339
3029,117510,44000,Los Angeles,North Hills,11751044000North Hills,3606871.287,8182.454209
3030,117520,44000,Los Angeles,North Hills,11752044000North Hills,3505938.219,7769.738135
3031,117530,44000,Los Angeles,North Hills,11753044000North Hills,5993660.663,9951.551263
3032,119001,44000,Los Angeles,Arleta,11900144000Arleta,11480051.27,13913.15855
3033,119003,44000,Los Angeles,Arleta,11900344000Arleta,9137813.84,12860.04472
3034,119004,44000,Los Angeles,Arleta,11900444000Arleta,9096246.496,12883.82145
3035,119201,44000,Los Angeles,Arleta,11920144000Arleta,10248355.73,12948.16436
3036,119202,44000,Los Angeles,Arleta,11920244000Arleta,10430024.51,16847.21393
3037,119310,44000,Los Angeles,Panorama City,11931044000Panorama City,4615440.632,10045.08078
3038,119320,44000,Los Angeles,Panorama City,11932044000Panorama City,5345222.166,9354.252187
3039,119340,44000,Los Angeles,Panorama City,11934044000Panorama City,1314702.023,4632.278682
3040,119341,44000,Los Angeles,Panorama City,11934144000Panorama City,3512660.06,8359.441309
3041,119342,44000,Los Angeles,Panorama City,11934244000Panorama City,2358135.838,6104.874756
3042,119400,44000,Los Angeles,Arleta,11940044000Arleta,12072244.92,14163.34413
3043,119700,44000,Los Angeles,Arleta,11970044000Arleta,3812530.524,8168.795821
3044,119700,44000,Los Angeles,Panorama City,11970044000Panorama City,10290737.47,17424.14563
3045,119801,44000,Los Angeles,Arleta,11980144000Arleta,6590410.054,11988.77643
3046,119802,44000,Los Angeles,Arleta,11980244000Arleta,6778138.122,12322.52702
3047,119900,44000,Los Angeles,Panorama City,11990044000Panorama City,11324910.31,14653.05361
3048,120010,44000,Los Angeles,Panorama City,12001044000Panorama City,6087482.172,10235.79807
3049,120020,44000,Los Angeles,Panorama City,12002044000Panorama City,5737328.268,12182.44523
3050,120030,44000,Los Angeles,Panorama City,12003044000Panorama City,4065227.853,8102.064652
3051,120103,44000,Los Angeles,Panorama City,12010344000Panorama City,1490422.409,5636.042608
3052,120104,44000,Los Angeles,Panorama City,12010444000Panorama City,4885243.291,10176.55229
3053,120105,44000,Los Angeles,Panorama City,12010544000Panorama City,5929535.302,15758.33152
3054,120106,44000,Los Angeles,Panorama City,12010644000Panorama City,2220373.833,6072.481372
3055,120107,44000,Los Angeles,Panorama City,12010744000Panorama City,2230985.588,6074.383614
3056,120108,44000,Los Angeles,Panorama City,12010844000Panorama City,4164277.653,8445.746209
3057,120300,44000,Los Angeles,Panorama City,12030044000Panorama City,18498043.97,18531.09164
3058,120400,44000,Los Angeles,Panorama City,12040044000Panorama City,11471586.35,17339.79825
3059,121010,44000,Los Angeles,North Hollywood,12101044000North Hollywood,6075857.017,12050.59764
3060,121010,44000,Los Angeles,Sun Valley,12101044000Sun Valley,15874667.74,17284.16833
3061,121020,44000,Los Angeles,North Hollywood,12102044000North Hollywood,8874518.783,13130.15573
3062,121101,44000,Los Angeles,Sun Valley,12110144000Sun Valley,5082849.827,10731.99272
3063,121102,44000,Los Angeles,Shadow Hills,12110244000Shadow Hills,19081644.08,18336.9295
3064,121102,44000,Los Angeles,Sun Valley,12110244000Sun Valley,62070999.8,45067.06376
3065,121210,44000,Los Angeles,Sun Valley,12121044000Sun Valley,21888726.5,18424.62291
3066,121221,44000,Los Angeles,Sun Valley,12122144000Sun Valley,5427002.486,11052.32976
3067,121222,44000,Los Angeles,Sun Valley,12122244000Sun Valley,14369919.64,18212.10786
3068,121600,44000,Los Angeles,North Hollywood,12160044000North Hollywood,12264560.49,16346.03012
3069,121801,44000,Los Angeles,North Hollywood,12180144000North Hollywood,5227512.554,10560.21366
3070,121802,44000,Los Angeles,North Hollywood,12180244000North Hollywood,10231170.83,14905.34718
3071,121900,44000,Los Angeles,North Hollywood,12190044000North Hollywood,6963361.504,10555.63143
3072,121900,44000,Los Angeles,Sun Valley,12190044000Sun Valley,11199425.53,14807.14754
3073,122000,44000,Los Angeles,North Hollywood,12200044000North Hollywood,23383097.52,20333.32591
3074,122000,44000,Los Angeles,Sun Valley,12200044000Sun Valley,11736291.44,15472.13336
3075,122120,44000,Los Angeles,Sun Valley,12212044000Sun Valley,7747535.913,13365.76008
3076,122121,44000,Los Angeles,Sun Valley,12212144000Sun Valley,4433987.284,12008.07599
3077,122122,44000,Los Angeles,Sun Valley,12212244000Sun Valley,11114614.27,15331.50267
3078,122200,44000,Los Angeles,Sun Valley,12220044000Sun Valley,18347645.91,19421.17906
3079,122410,44000,Los Angeles,North Hollywood,12241044000North Hollywood,7609418.986,11115.13941
3080,122420,44000,Los Angeles,North Hollywood,12242044000North Hollywood,9285611.804,12386.78849
3081,123010,44000,Los Angeles,Sun Valley,12301044000Sun Valley,11020769.06,13772.91136
3082,123020,44000,Los Angeles,Sun Valley,12302044000Sun Valley,6191796.939,10020.80509
3083,123103,44000,Los Angeles,North Hollywood,12310344000North Hollywood,9733069.94,13443.20473
3084,123104,44000,Los Angeles,North Hollywood,12310444000North Hollywood,8423305.935,11557.19721
3085,123203,44000,Los Angeles,North Hollywood,12320344000North Hollywood,6324636.389,12759.1088
3086,123204,44000,Los Angeles,North Hollywood,12320444000North Hollywood,3489507.862,7926.03456
3087,123205,44000,Los Angeles,North Hollywood,12320544000North Hollywood,8155594.012,11532.51557
3088,123206,44000,Los Angeles,North Hollywood,12320644000North Hollywood,6486704.803,10268.74545
3089,123301,44000,Los Angeles,North Hollywood,12330144000North Hollywood,14029668.62,17682.84202
3090,123303,44000,Los Angeles,North Hollywood,12330344000North Hollywood,6817482.459,13030.12496
3091,123304,44000,Los Angeles,North Hollywood,12330444000North Hollywood,9461737.834,13423.33265
3092,123410,44000,Los Angeles,North Hollywood,12341044000North Hollywood,5350578.65,9503.657098
3093,123420,44000,Los Angeles,North Hollywood,12342044000North Hollywood,3486055.207,7921.62576
3094,123420,44000,Los Angeles,Valley Glen,12342044000Valley Glen,4981422.572,9446.17619
3095,123510,44000,Los Angeles,Valley Glen,12351044000Valley Glen,3485570.825,7904.404952
3096,123510,44000,Los Angeles,Van Nuys,12351044000Van Nuys,5108476.205,9602.289764
3097,123520,44000,Los Angeles,Valley Glen,12352044000Valley Glen,5498248.472,12490.85164
3098,123601,44000,Los Angeles,Valley Glen,12360144000Valley Glen,16494173.53,18301.17092
3099,123602,44000,Los Angeles,Valley Glen,12360244000Valley Glen,9985609.139,14187.4567
3100,123700,44000,Los Angeles,North Hollywood,12370044000North Hollywood,10250667.51,13104.0581
3101,123800,44000,Los Angeles,North Hollywood,12380044000North Hollywood,13885054.96,17448.99893
3102,123901,44000,Los Angeles,North Hollywood,12390144000North Hollywood,13897413.48,15030.33826
3103,123902,44000,Los Angeles,North Hollywood,12390244000North Hollywood,7151236.193,11700.5691
3104,124000,44000,Los Angeles,Valley Village,12400044000Valley Village,14531374.28,16693.23082
3105,124102,44000,Los Angeles,North Hollywood,12410244000North Hollywood,6987828.674,10577.85844
3106,124103,44000,Los Angeles,North Hollywood,12410344000North Hollywood,3486761.996,7921.977729
3107,124104,44000,Los Angeles,North Hollywood,12410444000North Hollywood,3492065.214,7927.118497
3108,124105,44000,Los Angeles,North Hollywood,12410544000North Hollywood,3493113.808,7929.039266
3109,124201,44000,Los Angeles,North Hollywood,12420144000North Hollywood,10468289.93,13209.63823
3110,124203,44000,Los Angeles,North Hollywood,12420344000North Hollywood,3490019.013,7927.100645
3111,124204,44000,Los Angeles,North Hollywood,12420444000North Hollywood,3491073.759,7925.264192
3112,124300,44000,Los Angeles,North Hollywood,12430044000North Hollywood,9595243.415,12564.18925
3113,124400,44000,Los Angeles,North Hollywood,12440044000North Hollywood,7048332.514,10553.91467
3114,124400,44000,Los Angeles,Valley Village,12440044000Valley Village,3452435.214,7742.451401
3115,124500,44000,Los Angeles,Sherman Oaks,12450044000Sherman Oaks,4708345.39,9978.534321
3116,124500,44000,Los Angeles,Valley Glen,12450044000Valley Glen,3987447.395,9357.593828
3117,124600,44000,Los Angeles,Sherman Oaks,12460044000Sherman Oaks,12055244.04,14291.04827
3118,124700,44000,Los Angeles,Sherman Oaks,12470044000Sherman Oaks,14659085.2,17854.00938
3119,124902,44000,Los Angeles,Valley Village,12490244000Valley Village,3644335.698,8062.541203
3120,124903,44000,Los Angeles,Valley Village,12490344000Valley Village,3351724.235,7812.200917
3121,125101,44000,Los Angeles,Valley Village,12510144000Valley Village,6993766.474,10573.62271
3122,125102,44000,Los Angeles,Valley Village,12510244000Valley Village,6984246.634,10570.8614
3123,125200,44000,Los Angeles,North Hollywood,12520044000North Hollywood,3615180.348,7997.050262
3124,125200,44000,Los Angeles,Valley Village,12520044000Valley Village,10417339.56,13170.19061
3125,125310,44000,Los Angeles,North Hollywood,12531044000North Hollywood,8912903.661,15994.60172
3126,125310,44000,Los Angeles,Toluca Terrace,12531044000Toluca Terrace,2477083.448,6541.859887
3127,125321,44000,Los Angeles,North Hollywood,12532144000North Hollywood,2790581.572,6882.59382
3128,125322,44000,Los Angeles,North Hollywood,12532244000North Hollywood,4016893.058,8863.58914
3129,125402,44000,Los Angeles,North Hollywood,12540244000North Hollywood,7494545.022,11089.58094
3130,125402,44000,Los Angeles,Valley Village,12540244000Valley Village,407023.9346,3683.564014
3131,125403,44000,Los Angeles,North Hollywood,12540344000North Hollywood,1811753.06,6036.249394
3132,125404,44000,Los Angeles,North Hollywood,12540444000North Hollywood,2469739.49,8591.689643
3133,125501,44000,Los Angeles,North Hollywood,12550144000North Hollywood,4995168.362,9227.530322
3134,125502,44000,Los Angeles,Toluca Lake,12550244000Toluca Lake,5628142.058,9622.360601
3135,125600,44000,Los Angeles,Toluca Lake,12560044000Toluca Lake,3834526.553,9881.167878
3136,125600,44000,Los Angeles,Toluca Woods,12560044000Toluca Woods,7177839.774,12244.34685
3137,127102,44000,Los Angeles,Van Nuys,12710244000Van Nuys,9248537.438,12299.46706
3138,127103,44000,Los Angeles,Van Nuys,12710344000Van Nuys,3078547.516,7539.19262
3139,127104,44000,Los Angeles,Van Nuys,12710444000Van Nuys,7618203.242,11270.92842
3140,127210,44000,Los Angeles,Van Nuys,12721044000Van Nuys,16590385.13,19666.09224
3141,127220,44000,Los Angeles,Van Nuys,12722044000Van Nuys,7027601.706,10597.75435
3142,127300,44000,Los Angeles,Van Nuys,12730044000Van Nuys,11400819.9,15057.61215
3143,127400,44000,Los Angeles,Lake Balboa,12740044000Lake Balboa,8893248.469,11963.22894
3144,127400,44000,Los Angeles,Van Nuys,12740044000Van Nuys,14588022.38,21170.8298
3145,127520,44000,Los Angeles,Van Nuys,12752044000Van Nuys,3914971.794,7987.915052
3146,127603,44000,Los Angeles,Lake Balboa,12760344000Lake Balboa,4651263.441,9732.666554
3147,127604,44000,Los Angeles,Lake Balboa,12760444000Lake Balboa,4680953.818,9875.562593
3148,127605,44000,Los Angeles,Lake Balboa,12760544000Lake Balboa,6981135.94,10568.51829
3149,127606,44000,Los Angeles,Lake Balboa,12760644000Lake Balboa,5853991.49,9739.523909
3150,127711,44000,Los Angeles,Van Nuys,12771144000Van Nuys,10197959.84,13535.65083
3151,127712,44000,Los Angeles,Van Nuys,12771244000Van Nuys,6123425.083,9817.007094
3152,127803,44000,Los Angeles,Van Nuys,12780344000Van Nuys,6897436.313,10521.74627
3153,127804,44000,Los Angeles,Van Nuys,12780444000Van Nuys,6868353.648,10483.56863
3154,127805,44000,Los Angeles,Van Nuys,12780544000Van Nuys,6614074.628,13204.82728
3155,127806,44000,Los Angeles,Van Nuys,12780644000Van Nuys,7352993.194,13484.5355
3156,127910,44000,Los Angeles,Van Nuys,12791044000Van Nuys,6993717.465,10580.32817
3157,127920,44000,Los Angeles,Van Nuys,12792044000Van Nuys,6982258.729,10569.28018
3158,128101,44000,Los Angeles,Valley Glen,12810144000Valley Glen,6984210.995,10570.7502
3159,128102,44000,Los Angeles,Van Nuys,12810244000Van Nuys,6983287.301,10570.71488
3160,128210,44000,Los Angeles,Van Nuys,12821044000Van Nuys,5919248.948,9764.291735
3161,128220,44000,Los Angeles,Valley Glen,12822044000Valley Glen,5979960.26,10040.06639
3162,128302,44000,Los Angeles,Van Nuys,12830244000Van Nuys,7414437.284,12437.45314
3163,128303,44000,Los Angeles,Van Nuys,12830344000Van Nuys,4455349.909,9765.932187
3164,128400,44000,Los Angeles,Sherman Oaks,12840044000Sherman Oaks,12591669.37,16639.33169
3165,128400,44000,Los Angeles,Van Nuys,12840044000Van Nuys,5984614.274,14601.62979
3166,128500,44000,Los Angeles,Sherman Oaks,12850044000Sherman Oaks,10481265.55,13224.62347
3167,128601,44000,Los Angeles,Sherman Oaks,12860144000Sherman Oaks,4572749.63,8744.247522
3168,128601,44000,Los Angeles,Valley Glen,12860144000Valley Glen,2766458.419,7236.197516
3169,128602,44000,Los Angeles,Sherman Oaks,12860244000Sherman Oaks,6978635.909,10566.37634
3170,128602,44000,Los Angeles,Valley Glen,12860244000Valley Glen,5230599.036,9243.191118
3171,128703,44000,Los Angeles,Sherman Oaks,12870344000Sherman Oaks,8910718.805,11759.0151
3172,128704,44000,Los Angeles,Sherman Oaks,12870444000Sherman Oaks,8965439.165,12103.94787
3173,128801,44000,Los Angeles,Sherman Oaks,12880144000Sherman Oaks,5296766.601,9461.612922
3174,128802,44000,Los Angeles,Sherman Oaks,12880244000Sherman Oaks,10452960.25,13224.00861
3175,128910,44000,Los Angeles,Sherman Oaks,12891044000Sherman Oaks,14388117.07,17404.32584
3176,131021,44000,Los Angeles,Reseda,13102144000Reseda,6054619.048,10623.2236
3177,131022,44000,Los Angeles,Reseda,13102244000Reseda,5427173.556,10054.89174
3178,131023,44000,Los Angeles,Reseda,13102344000Reseda,6339713.293,10095.441
3179,131024,44000,Los Angeles,Reseda,13102444000Reseda,9212645.598,12290.33033
3180,131100,44000,Los Angeles,Lake Balboa,13110044000Lake Balboa,11859303.14,14177.7496
3181,131200,44000,Los Angeles,Northridge,13120044000Northridge,12145070.37,14481.01089
3182,131300,44000,Los Angeles,Reseda,13130044000Reseda,12033501.82,14396.3923
3183,131400,44000,Los Angeles,Reseda,13140044000Reseda,11916314.04,14307.22365
3184,131600,44000,Los Angeles,Reseda,13160044000Reseda,3521427.743,7937.121782
3185,131600,44000,Los Angeles,Reseda Ranch,13160044000Reseda Ranch,20058477.47,19419.2879
3186,131701,44000,Los Angeles,Reseda,13170144000Reseda,7100131.041,10658.53022
3187,131702,44000,Los Angeles,Reseda,13170244000Reseda,7761428.031,11155.14259
3188,131801,44000,Los Angeles,Reseda,13180144000Reseda,7064102.645,10634.07584
3189,131802,44000,Los Angeles,Reseda,13180244000Reseda,7095560.688,10655.79043
